url,date,title,changes,file_name
https://github.com/collectd/collectd/commit/109aa67e9a982321af6547b92b5b2b6c8ae2c244,"Dec 7, 2017","Merge branch &#39;collectd-5.8&#39;""",99,data/crawl/collectd/patch_0.diff
https://github.com/collectd/collectd/commit/85d892df2794d992c8e3554d8990d1306f114c11,"Dec 7, 2017","Merge branch &#39;collectd-5.7&#39; into collectd-5.8""",99,data/crawl/collectd/patch_1.diff
https://github.com/collectd/collectd/commit/cc61d3adc20693ab3fe8f48c37eeb1167b41773a,"Dec 5, 2017","liboconfig: Coding style changes.

Mostly whitespace.""",16,data/crawl/collectd/patch_2.diff
https://github.com/collectd/collectd/commit/c01b130763a1b02d119897d2770f8f323e34daaa,"Dec 5, 2017","liboconfig: Improve error handling.

  * Use the YYERROR macro instead of exit(3).
  * Remove newlines from strings passed to yyerror().
  * Change return valud or yyerror() from int to void.""",19,data/crawl/collectd/patch_3.diff
https://github.com/collectd/collectd/commit/a18496a4ac759552fd4dac1d2c661fb50285b1a1,"Dec 1, 2017","Merge branch &#39;collectd-5.8&#39;""",105,data/crawl/collectd/patch_4.diff
https://github.com/collectd/collectd/commit/ae299c233838bb1d7ddcb4b2826b3352a12af7e7,"Nov 30, 2017","Auto-Merge pull request #2586 from octo/issue/2583

Automatically merged due to ""Automerge"" label'",8,data/crawl/collectd/patch_5.diff
https://github.com/collectd/collectd/commit/4b5072913bf8da67ac39f26fccb94c3b1a8944d8,"Nov 30, 2017","network_parse_test.c: Only test security features if libgcrypt is available.

Fixes: #2583""",8,data/crawl/collectd/patch_6.diff
https://github.com/collectd/collectd/commit/6f08f35672576fccfce8f2dc5077d2f3ed73febe,"Nov 20, 2017","Auto-Merge pull request #2558 from octo/refactor/plugin_load_file

Automatically merged due to ""Automerge"" label'",44,data/crawl/collectd/patch_7.diff
https://github.com/collectd/collectd/commit/f9d2c85e5459dfedbb1e3c09307556a74d5dc3bd,"Nov 20, 2017","src/daemon/plugin.c: Refactor plugin_load_file().""",44,data/crawl/collectd/patch_8.diff
https://github.com/collectd/collectd/commit/71fb7a5299f307a9261ae69819318f1eda1dd3c7,"Oct 20, 2017","Merge pull request #2346 from trenkel/master

Add CollectdError exception which can be thrown without causing a stacktrace to be logged.""",122,data/crawl/collectd/patch_9.diff
